00:59:53 Load Cash Item List, Type : ;, Index : Group, Amount : Index, UseTime : Amount, Category : Time, Price : Sellhow,SPOP : BuyType
00:59:53 Load Cash Item List, Type : 0, Index : 15, Amount : 0, UseTime : 0, Category : 1, Price : 25,SPOP : 0
00:59:53 Load Cash Item List, Type : 0, Index : 16, Amount : 0, UseTime : 0, Category : 1, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 0, Index : 17, Amount : 0, UseTime : 0, Category : 1, Price : 35,SPOP : 0
00:59:53 Load Cash Item List, Type : 0, Index : 18, Amount : 0, UseTime : 0, Category : 1, Price : 35,SPOP : 0
00:59:53 Load Cash Item List, Type : 0, Index : 19, Amount : 0, UseTime : 0, Category : 1, Price : 40,SPOP : 0
00:59:53 Load Cash Item List, Type : 0, Index : 20, Amount : 0, UseTime : 0, Category : 1, Price : 50,SPOP : 0
00:59:53 Load Cash Item List, Type : 0, Index : 21, Amount : 0, UseTime : 0, Category : 1, Price : 50,SPOP : 0
00:59:53 Load Cash Item List, Type : 0, Index : 22, Amount : 0, UseTime : 0, Category : 1, Price : 80,SPOP : 0
00:59:53 Load Cash Item List, Type : 0, Index : 23, Amount : 0, UseTime : 0, Category : 1, Price : 80,SPOP : 0
00:59:53 Load Cash Item List, Type : 0, Index : 24, Amount : 0, UseTime : 0, Category : 1, Price : 70,SPOP : 0
00:59:53 Load Cash Item List, Type : 0, Index : 25, Amount : 0, UseTime : 0, Category : 1, Price : 70,SPOP : 0
00:59:53 Load Cash Item List, Type : 0, Index : 31, Amount : 0, UseTime : 0, Category : 1, Price : 50,SPOP : 0
00:59:53 Load Cash Item List, Type : 1, Index : 0, Amount : 0, UseTime : 0, Category : 1, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 1, Index : 1, Amount : 0, UseTime : 0, Category : 1, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 1, Index : 2, Amount : 0, UseTime : 0, Category : 1, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 1, Index : 3, Amount : 0, UseTime : 0, Category : 1, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 1, Index : 4, Amount : 0, UseTime : 0, Category : 1, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 1, Index : 5, Amount : 0, UseTime : 0, Category : 1, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 1, Index : 6, Amount : 0, UseTime : 0, Category : 1, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 1, Index : 7, Amount : 0, UseTime : 0, Category : 1, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 1, Index : 8, Amount : 0, UseTime : 0, Category : 1, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 2, Index : 0, Amount : 0, UseTime : 0, Category : 1, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 2, Index : 1, Amount : 0, UseTime : 0, Category : 1, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 2, Index : 2, Amount : 0, UseTime : 0, Category : 1, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 2, Index : 3, Amount : 0, UseTime : 0, Category : 1, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 2, Index : 4, Amount : 0, UseTime : 0, Category : 1, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 2, Index : 5, Amount : 0, UseTime : 0, Category : 1, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 2, Index : 6, Amount : 0, UseTime : 0, Category : 1, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 2, Index : 7, Amount : 0, UseTime : 0, Category : 1, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 2, Index : 8, Amount : 0, UseTime : 0, Category : 1, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 2, Index : 9, Amount : 0, UseTime : 0, Category : 1, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 2, Index : 10, Amount : 0, UseTime : 0, Category : 1, Price : 25,SPOP : 0
00:59:53 Load Cash Item List, Type : 2, Index : 11, Amount : 0, UseTime : 0, Category : 1, Price : 25,SPOP : 0
00:59:53 Load Cash Item List, Type : 2, Index : 12, Amount : 0, UseTime : 0, Category : 1, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 2, Index : 13, Amount : 0, UseTime : 0, Category : 1, Price : 35,SPOP : 0
00:59:53 Load Cash Item List, Type : 2, Index : 14, Amount : 0, UseTime : 0, Category : 1, Price : 50,SPOP : 0
00:59:53 Load Cash Item List, Type : 2, Index : 15, Amount : 0, UseTime : 0, Category : 1, Price : 60,SPOP : 0
00:59:53 Load Cash Item List, Type : 3, Index : 0, Amount : 0, UseTime : 0, Category : 1, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 3, Index : 1, Amount : 0, UseTime : 0, Category : 1, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 3, Index : 2, Amount : 0, UseTime : 0, Category : 1, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 3, Index : 3, Amount : 0, UseTime : 0, Category : 1, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 3, Index : 4, Amount : 0, UseTime : 0, Category : 1, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 3, Index : 5, Amount : 0, UseTime : 0, Category : 1, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 3, Index : 6, Amount : 0, UseTime : 0, Category : 1, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 3, Index : 7, Amount : 0, UseTime : 0, Category : 1, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 3, Index : 8, Amount : 0, UseTime : 0, Category : 1, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 3, Index : 9, Amount : 0, UseTime : 0, Category : 1, Price : 25,SPOP : 0
00:59:53 Load Cash Item List, Type : 3, Index : 10, Amount : 0, UseTime : 0, Category : 1, Price : 25,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 0, Amount : 0, UseTime : 0, Category : 2, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 1, Amount : 0, UseTime : 0, Category : 2, Price : 1,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 2, Amount : 0, UseTime : 0, Category : 2, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 3, Amount : 0, UseTime : 0, Category : 2, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 4, Amount : 0, UseTime : 0, Category : 2, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 5, Amount : 0, UseTime : 0, Category : 2, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 6, Amount : 0, UseTime : 0, Category : 2, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 8, Amount : 0, UseTime : 0, Category : 2, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 9, Amount : 0, UseTime : 0, Category : 2, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 10, Amount : 0, UseTime : 0, Category : 2, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 11, Amount : 0, UseTime : 0, Category : 2, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 12, Amount : 0, UseTime : 0, Category : 2, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 13, Amount : 0, UseTime : 0, Category : 2, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 14, Amount : 0, UseTime : 0, Category : 2, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 16, Amount : 0, UseTime : 0, Category : 2, Price : 25,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 17, Amount : 0, UseTime : 0, Category : 2, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 18, Amount : 0, UseTime : 0, Category : 2, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 19, Amount : 0, UseTime : 0, Category : 2, Price : 35,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 20, Amount : 0, UseTime : 0, Category : 2, Price : 40,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 21, Amount : 0, UseTime : 0, Category : 2, Price : 45,SPOP : 0
00:59:53 Load Cash Item List, Type : 4, Index : 22, Amount : 0, UseTime : 0, Category : 2, Price : 50,SPOP : 0
00:59:53 Load Cash Item List, Type : 5, Index : 0, Amount : 0, UseTime : 0, Category : 3, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 5, Index : 1, Amount : 0, UseTime : 0, Category : 3, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 5, Index : 2, Amount : 0, UseTime : 0, Category : 3, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 5, Index : 3, Amount : 0, UseTime : 0, Category : 3, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 5, Index : 4, Amount : 0, UseTime : 0, Category : 3, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 5, Index : 5, Amount : 0, UseTime : 0, Category : 3, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 5, Index : 6, Amount : 0, UseTime : 0, Category : 3, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 5, Index : 7, Amount : 0, UseTime : 0, Category : 3, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 5, Index : 8, Amount : 0, UseTime : 0, Category : 3, Price : 25,SPOP : 0
00:59:53 Load Cash Item List, Type : 5, Index : 9, Amount : 0, UseTime : 0, Category : 3, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 5, Index : 10, Amount : 0, UseTime : 0, Category : 3, Price : 40,SPOP : 0
00:59:53 Load Cash Item List, Type : 5, Index : 11, Amount : 0, UseTime : 0, Category : 3, Price : 50,SPOP : 0
00:59:53 Load Cash Item List, Type : 5, Index : 12, Amount : 0, UseTime : 0, Category : 3, Price : 60,SPOP : 0
00:59:53 Load Cash Item List, Type : 5, Index : 13, Amount : 0, UseTime : 0, Category : 3, Price : 80,SPOP : 0
00:59:53 Load Cash Item List, Type : 6, Index : 0, Amount : 0, UseTime : 0, Category : 4, Price : 5,SPOP : 0
00:59:53 Load Cash Item List, Type : 6, Index : 1, Amount : 0, UseTime : 0, Category : 4, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 6, Index : 2, Amount : 0, UseTime : 0, Category : 4, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 6, Index : 3, Amount : 0, UseTime : 0, Category : 4, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 6, Index : 4, Amount : 0, UseTime : 0, Category : 4, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 6, Index : 5, Amount : 0, UseTime : 0, Category : 4, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 6, Index : 6, Amount : 0, UseTime : 0, Category : 4, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 6, Index : 7, Amount : 0, UseTime : 0, Category : 4, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 6, Index : 8, Amount : 0, UseTime : 0, Category : 4, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 6, Index : 9, Amount : 0, UseTime : 0, Category : 4, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 6, Index : 10, Amount : 0, UseTime : 0, Category : 4, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 6, Index : 11, Amount : 0, UseTime : 0, Category : 4, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 6, Index : 12, Amount : 0, UseTime : 0, Category : 4, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 6, Index : 13, Amount : 0, UseTime : 0, Category : 4, Price : 40,SPOP : 0
00:59:53 Load Cash Item List, Type : 6, Index : 14, Amount : 0, UseTime : 0, Category : 4, Price : 40,SPOP : 0
00:59:53 Load Cash Item List, Type : 6, Index : 15, Amount : 0, UseTime : 0, Category : 4, Price : 40,SPOP : 0
00:59:53 Load Cash Item List, Type : 6, Index : 16, Amount : 0, UseTime : 0, Category : 4, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 0, Amount : 0, UseTime : 0, Category : 5, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 1, Amount : 0, UseTime : 0, Category : 5, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 2, Amount : 0, UseTime : 0, Category : 5, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 3, Amount : 0, UseTime : 0, Category : 5, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 4, Amount : 0, UseTime : 0, Category : 5, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 5, Amount : 0, UseTime : 0, Category : 5, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 6, Amount : 0, UseTime : 0, Category : 5, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 7, Amount : 0, UseTime : 0, Category : 5, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 8, Amount : 0, UseTime : 0, Category : 5, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 9, Amount : 0, UseTime : 0, Category : 5, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 10, Amount : 0, UseTime : 0, Category : 5, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 11, Amount : 0, UseTime : 0, Category : 5, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 12, Amount : 0, UseTime : 0, Category : 5, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 13, Amount : 0, UseTime : 0, Category : 5, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 14, Amount : 0, UseTime : 0, Category : 5, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 16, Amount : 0, UseTime : 0, Category : 5, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 17, Amount : 0, UseTime : 0, Category : 5, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 18, Amount : 0, UseTime : 0, Category : 5, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 19, Amount : 0, UseTime : 0, Category : 5, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 21, Amount : 0, UseTime : 0, Category : 5, Price : 25,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 22, Amount : 0, UseTime : 0, Category : 5, Price : 25,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 24, Amount : 0, UseTime : 0, Category : 5, Price : 25,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 25, Amount : 0, UseTime : 0, Category : 5, Price : 25,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 26, Amount : 0, UseTime : 0, Category : 5, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 27, Amount : 0, UseTime : 0, Category : 5, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 28, Amount : 0, UseTime : 0, Category : 5, Price : 25,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 29, Amount : 0, UseTime : 0, Category : 5, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 30, Amount : 0, UseTime : 0, Category : 5, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 31, Amount : 0, UseTime : 0, Category : 5, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 33, Amount : 0, UseTime : 0, Category : 5, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 34, Amount : 0, UseTime : 0, Category : 5, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 35, Amount : 0, UseTime : 0, Category : 5, Price : 35,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 36, Amount : 0, UseTime : 0, Category : 5, Price : 35,SPOP : 0
00:59:53 Load Cash Item List, Type : 7, Index : 38, Amount : 0, UseTime : 0, Category : 5, Price : 35,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 0, Amount : 0, UseTime : 0, Category : 6, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 1, Amount : 0, UseTime : 0, Category : 6, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 2, Amount : 0, UseTime : 0, Category : 6, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 3, Amount : 0, UseTime : 0, Category : 6, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 4, Amount : 0, UseTime : 0, Category : 6, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 5, Amount : 0, UseTime : 0, Category : 6, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 6, Amount : 0, UseTime : 0, Category : 6, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 7, Amount : 0, UseTime : 0, Category : 6, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 8, Amount : 0, UseTime : 0, Category : 6, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 9, Amount : 0, UseTime : 0, Category : 6, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 10, Amount : 0, UseTime : 0, Category : 6, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 11, Amount : 0, UseTime : 0, Category : 6, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 12, Amount : 0, UseTime : 0, Category : 6, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 13, Amount : 0, UseTime : 0, Category : 6, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 14, Amount : 0, UseTime : 0, Category : 6, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 15, Amount : 0, UseTime : 0, Category : 6, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 16, Amount : 0, UseTime : 0, Category : 6, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 17, Amount : 0, UseTime : 0, Category : 6, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 18, Amount : 0, UseTime : 0, Category : 6, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 19, Amount : 0, UseTime : 0, Category : 6, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 20, Amount : 0, UseTime : 0, Category : 6, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 21, Amount : 0, UseTime : 0, Category : 6, Price : 25,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 22, Amount : 0, UseTime : 0, Category : 6, Price : 25,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 23, Amount : 0, UseTime : 0, Category : 6, Price : 25,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 24, Amount : 0, UseTime : 0, Category : 6, Price : 25,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 25, Amount : 0, UseTime : 0, Category : 6, Price : 25,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 26, Amount : 0, UseTime : 0, Category : 6, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 27, Amount : 0, UseTime : 0, Category : 6, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 28, Amount : 0, UseTime : 0, Category : 6, Price : 25,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 29, Amount : 0, UseTime : 0, Category : 6, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 30, Amount : 0, UseTime : 0, Category : 6, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 31, Amount : 0, UseTime : 0, Category : 6, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 32, Amount : 0, UseTime : 0, Category : 6, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 33, Amount : 0, UseTime : 0, Category : 6, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 34, Amount : 0, UseTime : 0, Category : 6, Price : 30,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 35, Amount : 0, UseTime : 0, Category : 6, Price : 35,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 36, Amount : 0, UseTime : 0, Category : 6, Price : 35,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 37, Amount : 0, UseTime : 0, Category : 6, Price : 35,SPOP : 0
00:59:53 Load Cash Item List, Type : 8, Index : 38, Amount : 0, UseTime : 0, Category : 6, Price : 35,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 0, Amount : 0, UseTime : 0, Category : 7, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 1, Amount : 0, UseTime : 0, Category : 7, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 2, Amount : 0, UseTime : 0, Category : 7, Price : 10,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 3, Amount : 0, UseTime : 0, Category : 7, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 4, Amount : 0, UseTime : 0, Category : 7, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 5, Amount : 0, UseTime : 0, Category : 7, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 6, Amount : 0, UseTime : 0, Category : 7, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 7, Amount : 0, UseTime : 0, Category : 7, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 8, Amount : 0, UseTime : 0, Category : 7, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 9, Amount : 0, UseTime : 0, Category : 7, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 10, Amount : 0, UseTime : 0, Category : 7, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 11, Amount : 0, UseTime : 0, Category : 7, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 12, Amount : 0, UseTime : 0, Category : 7, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 13, Amount : 0, UseTime : 0, Category : 7, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 14, Amount : 0, UseTime : 0, Category : 7, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 15, Amount : 0, UseTime : 0, Category : 7, Price : 15,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 16, Amount : 0, UseTime : 0, Category : 7, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 17, Amount : 0, UseTime : 0, Category : 7, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 18, Amount : 0, UseTime : 0, Category : 7, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 19, Amount : 0, UseTime : 0, Category : 7, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 20, Amount : 0, UseTime : 0, Category : 7, Price : 20,SPOP : 0
00:59:53 Load Cash Item List, Type : 9, Index : 21, Amount : 0, UseTime : 0, Category : 7, Price : 25,SPOP : 0
